0	1.0 1.0
8 6 31 14	0.1966612377850163 0.41843971631205673
8 6 35	0.11177644710578842 0.14184397163120568
8 6 36 11	0.07295373665480427 0.14893617021276595
8 6 40	0.06666666666666667 0.028368794326241134
8 7 3	0.09907120743034056 0.05673758865248227
8 7 5 18	0.17210682492581603 0.1702127659574468
8 7 8	0.18807339449541285 0.1702127659574468
8 7 14	0.03125 0.028368794326241134
8 7 18 5	0.16795865633074936 0.12056737588652482
8 7 28	0.06884057971014493 0.0425531914893617
8 7 30 27	0.0821917808219178 0.028368794326241134
8 7 30 38	0.10074626865671642 0.09219858156028368
8 7 32 14	0.18002136752136752 0.3617021276595745
8 7 32 41	0.0942944994875299 0.3404255319148936
8 7 33	0.22282608695652173 0.1773049645390071
8 7 36 18	0.10622710622710622 0.09929078014184398
8 7 41 0	0.2585278276481149 0.2978723404255319
8 7 43	0.2653061224489796 0.05673758865248227
8 8 0	0.41830065359477125 0.2695035460992908
8 8 8 16	0.07317073170731707 0.1276595744680851
8 8 13 41	0.07035175879396985 0.2127659574468085
8 8 14 45	0.34591194968553457 0.19858156028368795
8 8 19	0.10344827586206896 0.03546099290780142
8 8 25	0.034482758620689655 0.028368794326241134
8 8 28 16	0.1456953642384106 0.12056737588652482
8 8 34	0.16566265060240964 0.19858156028368795
8 9 3	0.07964601769911504 0.10638297872340426
8 9 6 12	0.053445850914205346 0.11347517730496454
8 9 13	0.15204678362573099 0.12056737588652482
8 9 14 11	0.03129890453834116 0.06382978723404255
8 9 18 1	0.3888888888888889 0.15602836879432624
8 9 20 42	0.2982456140350877 0.05673758865248227
8 9 28	0.05263157894736842 0.05673758865248227
8 9 29 11	0.08235294117647059 0.07092198581560284
8 9 31	0.03690036900369004 0.04964539007092199
8 9 35 18	0.3838383838383838 0.14184397163120568
8 9 39	0.046218487394957986 0.07801418439716312
8 9 40 8	0.15920398009950248 0.1702127659574468
8 9 45	0.11290322580645161 0.03546099290780142
8 10 14	0.11428571428571428 0.09219858156028368
8 10 32 39	0.026595744680851064 0.04964539007092199
8 10 33 9	0.02185792349726776 0.028368794326241134
8 10 43 25	0.07317073170731707 0.03546099290780142
8 11 5 14	0.20812182741116753 0.19858156028368795
8 11 14	0.20967741935483872 0.09219858156028368
8 11 16 30	0.0975609756097561 0.19858156028368795
8 11 18 34	0.11702127659574468 0.09929078014184398
8 11 28 34	0.08485856905158069 0.1276595744680851
8 11 35 31	0.10032362459546926 0.07092198581560284
8 12 12 41	0.08483290488431877 0.28368794326241137
8 12 13	0.1857707509881423 0.14893617021276595
8 12 13 11	0.07083333333333333 0.04964539007092199
8 12 18	0.1232876712328767 0.0425531914893617
8 12 27	0.06369426751592357 0.04964539007092199
8 12 29 36	0.11538461538461539 0.04964539007092199
8 12 36 43	0.18719211822660098 0.12056737588652482
8 12 37 16	0.10286844708209693 0.19858156028368795
8 12 38	0.07407407407407407 0.028368794326241134
8 12 38 11	0.09836065573770492 0.07092198581560284
8 13 0	0.23118279569892472 0.1702127659574468
8 13 13 14	0.12418300653594772 0.19148936170212766
8 13 14 18	0.12596899224806202 0.15602836879432624
8 13 16 14	0.017094017094017096 0.04964539007092199
8 13 25	0.037914691943127965 0.04964539007092199
8 13 34	0.08906882591093117 0.09929078014184398
8 13 38 41	0.09212481426448738 0.2198581560283688
8 13 44	0.10144927536231885 0.0425531914893617
8 14	0.20666666666666667 0.1702127659574468
8 14 0 44	0.20987654320987653 0.09219858156028368
8 14 1	0.14917127071823205 0.1347517730496454
8 14 5	0.1875993640699523 0.16312056737588654
8 14 5 5	0.17891939769707707 0.14893617021276595
8 14 5 40	0.010714285714285714 0.02127659574468085
8 14 11	0.10185185185185185 0.09929078014184398
8 14 14 39	0.06740116655865197 0.18439716312056736
8 14 25 34	0.10922787193973635 0.3404255319148936
8 14 26	0.12156862745098039 0.14893617021276595
8 14 30	0.14893617021276595 0.18439716312056736
8 14 44	0.017699115044247787 0.014184397163120567
8 15 16	0.033707865168539325 0.02127659574468085
8 15 31	0.0784313725490196 0.028368794326241134
8 16	0.08260869565217391 0.09219858156028368
8 16 1	0.15738498789346247 0.24113475177304963
8 16 1 42	0.15451895043731778 0.11347517730496454
8 16 11	0.12406015037593984 0.18439716312056736
8 16 30	0.09202453987730061 0.16312056737588654
8 16 30 40	0.05286343612334802 0.02127659574468085
8 16 35	0.09259259259259259 0.12056737588652482
8 16 42	0.11564625850340136 0.09929078014184398
8 17 0 38	0.09467455621301775 0.06382978723404255
8 17 16 0	0.0037735849056603774 0.0070921985815602835
8 17 41	0.1532258064516129 0.07092198581560284
8 18 0	0.32142857142857145 0.09929078014184398
8 18 25 35	0.045714285714285714 0.028368794326241134
8 18 34	0.18681318681318682 0.06382978723404255
8 18 37	0.021739130434782608 0.014184397163120567
8 19 11 38	0.2222222222222222 0.028368794326241134
8 19 28	0.1935483870967742 0.02127659574468085
8 19 39	0.057692307692307696 0.03546099290780142
8 20 44	0.02564102564102564 0.014184397163120567
8 21 17 34	0.25 0.0425531914893617
8 23 28 41	0.18181818181818182 0.014184397163120567
8 23 34	0.1111111111111111 0.0070921985815602835
8 25 7 16	0.051643192488262914 0.07092198581560284
8 25 11 33	0.15894039735099338 0.03546099290780142
8 25 13	0.11956521739130435 0.05673758865248227
8 25 16 0	0.2533783783783784 0.1347517730496454
8 25 18	0.14285714285714285 0.0425531914893617
8 25 18 30	0.15853658536585366 0.06382978723404255
8 25 19 14	0.17777777777777778 0.07092198581560284
8 26 14	0.14733542319749215 0.16312056737588654
8 26 16	0.021212121212121213 0.03546099290780142
8 26 16 35	0.0896551724137931 0.0851063829787234
8 26 29 12	0.05533596837944664 0.0425531914893617
8 26 39	0.024096385542168676 0.02127659574468085
8 26 41	0.09726962457337884 0.19148936170212766
8 26 41 1	0.17148760330578514 0.1773049645390071
8 26 41 30	0.10973451327433628 0.19858156028368795
8 27 0	0.3358208955223881 0.1702127659574468
8 27 4 16	0.12732919254658384 0.05673758865248227
8 27 5 9	0.06472491909385113 0.06382978723404255
8 27 6 33	0.20765027322404372 0.09219858156028368
8 27 11 25	0.061068702290076333 0.0425531914893617
8 27 25	0.03278688524590164 0.014184397163120567
8 27 37 5	0.08755760368663594 0.07092198581560284
8 28 4 31	0.04846938775510204 0.11347517730496454
8 28 9 1	0.1273031825795645 0.2127659574468085
8 28 12	0.09090909090909091 0.0425531914893617
8 28 16 38	0.0776255707762557 0.1347517730496454
8 28 32	0.045662100456621 0.05673758865248227
8 28 34	0.11467889908256881 0.11347517730496454
8 29 12	0.09722222222222222 0.06382978723404255
8 29 30 25	0.07723577235772358 0.07801418439716312
8 29 31 13	0.14780600461893764 0.09929078014184398
8 29 31 18	0.17535545023696683 0.12056737588652482
8 29 31 38	0.04133858267716536 0.07092198581560284
8 29 32 1	0.24279835390946503 0.14184397163120568
8 29 37	0.08666666666666667 0.06382978723404255
8 30 3 37	0.03932584269662921 0.028368794326241134
8 30 5 16	0.1054516514126542 0.19858156028368795
8 30 14	0.17288135593220338 0.16312056737588654
8 30 14 5	0.18010291595197256 0.16312056737588654
8 30 14 34	0.032716927453769556 0.0425531914893617
8 30 16	0.07575757575757576 0.1276595744680851
8 30 16 35	0.07468879668049792 0.16312056737588654
8 30 25 31	0.02044989775051125 0.04964539007092199
8 30 29 9	0.0975103734439834 0.09219858156028368
8 30 33 37	0.07954545454545454 0.0851063829787234
8 30 34 18	0.1625615763546798 0.18439716312056736
8 30 35 41	0.0951219512195122 0.12056737588652482
8 30 39 36	0.05105105105105105 0.07092198581560284
8 30 41	0.10256410256410256 0.18439716312056736
8 30 41 5	0.18921721099015035 0.19148936170212766
8 30 43 0	0.3605769230769231 0.2127659574468085
8 31	0.10493827160493827 0.09219858156028368
8 31 2 33	0.19811320754716982 0.04964539007092199
8 31 7 12	0.16083916083916083 0.1773049645390071
8 31 8 41	0.009523809523809525 0.028368794326241134
8 31 11	0.10052910052910052 0.10638297872340426
8 31 18 27	0.0898876404494382 0.0425531914893617
8 31 18 28	0.06611570247933884 0.03546099290780142
8 31 33 13	0.20689655172413793 0.12056737588652482
8 31 39 41	0.08596373404969779 0.22695035460992907
8 31 40	0.15126050420168066 0.04964539007092199
8 32 3	0.12804878048780488 0.1276595744680851
8 32 13	0.11428571428571428 0.09219858156028368
8 32 13 1	0.25225225225225223 0.1773049645390071
8 32 13 11	0.1830065359477124 0.09929078014184398
8 32 16 0	0.2962962962962963 0.24113475177304963
8 32 16 34	0.12258064516129032 0.24113475177304963
8 32 28	0.06569343065693431 0.06382978723404255
8 32 31 12	0.06581740976645435 0.1276595744680851
8 32 33	0.021505376344086023 0.014184397163120567
8 32 34	0.002242152466367713 0.0070921985815602835
8 32 43	0.23529411764705882 0.10638297872340426
8 32 43 5	0.07853403141361257 0.09219858156028368
8 33 0	0.6563573883161512 0.5460992907801419
8 33 4 31	0.04066543438077634 0.07092198581560284
8 33 9	0.028795811518324606 0.05673758865248227
8 33 9 1	0.1338709677419355 0.2127659574468085
8 33 9 30	0.09656652360515021 0.2127659574468085
8 33 10 9	0.08011049723756906 0.1347517730496454
8 33 10 12	0.09717868338557993 0.1276595744680851
8 33 12	0.037815126050420166 0.05673758865248227
8 33 15 34	0.0695970695970696 0.07092198581560284
8 33 29 31	0.05859872611464968 0.1276595744680851
8 33 34	0.13958333333333334 0.2624113475177305
8 33 35 0	0.23243243243243245 0.20567375886524822
8 33 37	0.026905829596412557 0.0425531914893617
8 34 3	0.07511737089201878 0.10638297872340426
8 34 3 11	0.13838550247116968 0.2127659574468085
8 34 5 8	0.09606986899563319 0.1702127659574468
8 34 8	0.11711711711711711 0.18439716312056736
8 34 9 41	0.10378044347509996 0.45390070921985815
8 34 10 28	0.05931198102016608 0.04964539007092199
8 34 18	0.14016172506738545 0.2127659574468085
8 34 23 0	0.125 0.02127659574468085
8 34 28	0.07061503416856492 0.06382978723404255
8 34 31	0.004629629629629629 0.02127659574468085
8 34 33	0.14383561643835616 0.2127659574468085
8 34 39	0.0035460992907801418 0.014184397163120567
8 34 39 0	0.30062630480167013 0.36879432624113473
8 34 43	0.16574585635359115 0.20567375886524822
8 34 43 36	0.10420475319926874 0.09219858156028368
8 34 45 11	0.12857142857142856 0.03546099290780142
8 34 46 35	0.18518518518518517 0.04964539007092199
8 34 49 31	0.12244897959183673 0.03546099290780142
8 35 3 12	0.16666666666666666 0.09929078014184398
8 35 4 0	0.31 0.14893617021276595
8 35 9 13	0.12473118279569892 0.15602836879432624
8 35 16	0.06567164179104477 0.09929078014184398
8 35 27 0	0.3972602739726027 0.18439716312056736
8 35 33 9	0.03669724770642202 0.028368794326241134
8 35 34 43	0.25735294117647056 0.19148936170212766
8 35 41	0.12595419847328243 0.16312056737588654
8 36 11 31	0.05771643663739021 0.10638297872340426
8 36 11 41	0.09220389805097451 0.24113475177304963
8 36 14	0.19230769230769232 0.14893617021276595
8 36 16	0.07086614173228346 0.1276595744680851
8 36 16 5	0.12026515151515152 0.18439716312056736
8 36 28 25	0.028368794326241134 0.014184397163120567
8 36 31 5	0.10404624277456648 0.1276595744680851
8 36 41	0.11428571428571428 0.15602836879432624
8 37 8	0.1417910447761194 0.06382978723404255
8 37 9 31	0.056291390728476824 0.07801418439716312
8 37 9 41	0.08155583437892096 0.2695035460992908
8 37 11 33	0.15699658703071673 0.07092198581560284
8 37 13	0.20704845814977973 0.1702127659574468
8 37 14	0.0228310502283105 0.028368794326241134
8 37 18	0.1744186046511628 0.07801418439716312
8 37 28	0.07643312101910828 0.05673758865248227
8 37 28 5	0.09345794392523364 0.07092198581560284
8 37 29 35	0.15406976744186046 0.12056737588652482
8 37 31	0.018404907975460124 0.028368794326241134
8 37 42 28	0.13333333333333333 0.03546099290780142
8 38 5 9	0.046296296296296294 0.0070921985815602835
8 38 34	0.10714285714285714 0.09929078014184398
8 39	0.025210084033613446 0.02127659574468085
8 39 0 0	0.16304347826086957 0.11347517730496454
8 39 2 18	0.07692307692307693 0.028368794326241134
8 39 14 14	0.1111111111111111 0.15602836879432624
8 39 14 39	0.023614457831325302 0.11347517730496454
8 39 16 31	0.06479481641468683 0.1276595744680851
8 39 25 5	0.015228426395939087 0.02127659574468085
8 39 26	0.034013605442176874 0.03546099290780142
8 39 30	0.05825242718446602 0.06382978723404255
8 39 35	0.04145077720207254 0.05673758865248227
8 40 31	0.0625 0.014184397163120567
8 41	0.1013215859030837 0.14893617021276595
8 41 2 43	0.19672131147540983 0.11347517730496454
8 41 5	0.16376811594202897 0.19858156028368795
8 41 10 1	0.23772609819121446 0.19148936170212766
8 41 11	0.08838383838383838 0.14893617021276595
8 41 12 12	0.05977382875605816 0.1702127659574468
8 41 13 44	0.02197802197802198 0.014184397163120567
8 41 16 31	0.0664280031821798 0.2695035460992908
8 41 26	0.08571428571428572 0.14184397163120568
8 41 30	0.11733800350262696 0.19148936170212766
8 41 30 5	0.1792274678111588 0.3475177304964539
8 41 30 11	0.05874125874125874 0.09219858156028368
8 41 31 14	0.20222634508348794 0.3191489361702128
8 41 32 0	0.3062583222370173 0.2624113475177305
8 41 36 26	0.05084745762711865 0.09929078014184398
8 41 41 16	0.0751201923076923 0.375886524822695
8 41 42	0.10687022900763359 0.07092198581560284
8 41 43 13	0.15630550621669628 0.2127659574468085
8 41 43 28	0.07518796992481203 0.1276595744680851
8 42 16	0.08426966292134831 0.05673758865248227
8 42 26 16	0.04285714285714286 0.04964539007092199
8 42 31	0.09166666666666666 0.05673758865248227
8 42 39	0.1 0.04964539007092199
8 42 41	0.11504424778761062 0.07092198581560284
8 43 9	0.03940886699507389 0.0425531914893617
8 43 16 18	0.15021459227467812 0.1276595744680851
8 43 18 16	0.05007587253414264 0.07801418439716312
8 43 26 19	0.1320754716981132 0.04964539007092199
8 43 32 30	0.11827956989247312 0.04964539007092199
8 43 34 40	0.07894736842105263 0.014184397163120567
8 43 44	0.26666666666666666 0.028368794326241134
8 44 9 41	0.13227513227513227 0.09929078014184398
8 44 13	0.14482758620689656 0.0851063829787234
8 44 14	0.031578947368421054 0.014184397163120567
8 44 14 19	0.09090909090909091 0.028368794326241134
8 44 18	0.10126582278481013 0.04964539007092199
8 44 39	0.055793991416309016 0.05673758865248227
8 44 41 34	0.07065217391304347 0.09929078014184398
8 44 43	0.07407407407407407 0.028368794326241134
8 45 11 0	0.14545454545454545 0.05673758865248227
8 45 34	0.06875 0.06382978723404255
8 46 9	0.2608695652173913 0.02127659574468085
9 0	0.005917159763313609 0.0070921985815602835
9 0 0	0.45662100456621 0.3049645390070922
9 0 3 14	0.08421052631578947 0.15602836879432624
9 0 6 33	0.16787003610108303 0.18439716312056736
9 0 9	0.02702702702702703 0.0851063829787234
9 0 9 40	0.039755351681957186 0.05673758865248227
9 0 18 16	0.057803468208092484 0.19858156028368795
9 0 18 39	0.05077574047954866 0.09219858156028368
9 0 34	0.1368421052631579 0.2127659574468085
9 0 34 35	0.045627376425855515 0.14184397163120568
9 0 38 14	0.20707070707070707 0.41134751773049644
9 1	0.05504587155963303 0.07092198581560284
9 1 1	0.16666666666666666 0.24113475177304963
9 1 3 33	0.2376237623762376 0.16312056737588654
9 1 5	0.025848142164781908 0.06382978723404255
9 1 9 3	0.00424929178470255 0.014184397163120567
9 1 11	0.16810344827586207 0.19858156028368795
9 1 14	0.002457002457002457 0.0070921985815602835
9 1 16 14	0.1469608659450458 0.375886524822695
9 1 26	0.01122334455667789 0.04964539007092199
9 1 30	0.11486486486486487 0.20567375886524822
9 1 30 30	0.16325301204819276 0.2978723404255319
9 1 33 33	0.1925133689839572 0.19858156028368795
9 1 38 18	0.17889908256880735 0.3120567375886525
9 1 38 31	0.027855153203342618 0.06382978723404255
9 1 42	0.15129151291512916 0.11347517730496454
9 2 28 1	0.25842696629213485 0.12056737588652482
9 2 43	0.2857142857142857 0.0851063829787234
9 3 1 20	0.25874125874125875 0.15602836879432624
9 3 1 45	0.4489795918367347 0.1773049645390071
9 3 6 34	0.07996146435452794 0.19148936170212766
9 3 9 16	0.0433046683046683 0.24113475177304963
9 3 16 0	0.26573998364677026 0.3829787234042553
9 3 16 25	0.0260989010989011 0.0851063829787234
9 3 18	0.12605042016806722 0.14184397163120568
9 3 18 1	0.17117117117117117 0.14184397163120568
9 3 19	0.03225806451612903 0.0070921985815602835
9 3 20	0.17475728155339806 0.09219858156028368
9 3 28 1	0.07856093979441997 0.1773049645390071
9 3 31 0	0.2826603325415677 0.3546099290780142
9 3 32 41	0.10298557531029856 0.3617021276595745
9 3 33	0.17083333333333334 0.12056737588652482
9 3 34 5	0.009316770186335404 0.0070921985815602835
9 3 38	0.11764705882352941 0.06382978723404255
9 3 41 0	0.2018819503849444 0.3475177304964539
9 3 43	0.125 0.0851063829787234
9 4 1 34	0.0033112582781456954 0.0070921985815602835
9 4 30 18	0.21641791044776118 0.09219858156028368
9 4 31	0.010344827586206896 0.02127659574468085
9 5 1	0.0875 0.1276595744680851
9 5 7 32	0.01581395348837209 0.0425531914893617
9 5 11	0.17316017316017315 0.14184397163120568
9 5 30	0.06759443339960239 0.14184397163120568
9 5 33 13	0.18181818181818182 0.0851063829787234
9 5 35 42	0.1956521739130435 0.028368794326241134
9 5 39 14	0.0684811237928007 0.19858156028368795
9 5 42	0.11888111888111888 0.09219858156028368
9 6 3 0	0.1497076023391813 0.2978723404255319
9 6 5 41	0.1027944111776447 0.3475177304964539
9 6 9 30	0.0017349063150589867 0.02127659574468085
9 6 12 18	0.11019736842105263 0.18439716312056736
9 6 14	0.18512396694214875 0.3120567375886525
9 6 16 30	0.10179045092838196 0.2624113475177305
9 6 17 16	0.030848329048843187 0.06382978723404255
9 6 29 37	0.03502626970227671 0.05673758865248227
9 6 31	0.027155465037338764 0.14184397163120568
9 6 31 11	0.10309035149799481 0.3617021276595745
9 6 41	0.12298387096774194 0.3404255319148936
9 7 0	0.3489208633093525 0.375886524822695
9 7 7 17	0.024054982817869417 0.04964539007092199
9 7 9	0.03759398496240601 0.11347517730496454
9 7 9 30	0.06761807679238872 0.2127659574468085
9 7 14 45	0.21993127147766323 0.2198581560283688
9 7 16 18	0.1536050156739812 0.3191489361702128
9 7 30 0	0.2975609756097561 0.3191489361702128
9 7 31 38	0.04492087799897907 0.19858156028368795
9 7 32 34	0.003259779338014042 0.03546099290780142
9 7 32 36	0.23333333333333334 0.14893617021276595
9 7 32 42	0.11307420494699646 0.18439716312056736
9 7 33 41	0.08977900552486189 0.16312056737588654
9 7 37	0.05042016806722689 0.07801418439716312
9 7 37 42	0.045454545454545456 0.07801418439716312
9 8	0.012195121951219513 0.0070921985815602835
